group_code,site_code,marine_site_name,marine_sort_order,latitude,longitude,marine_common_season,marine_season_code,marine_common_year,season_sequence,season_name,target_assemblage,method_code,species_code,size_sort_order,size_bin,total,mpa_designation,mpa_region,georegion,bioregion,state_province,island,last_updated
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,KATTUN,4,20,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,KATTUN,6,30,8,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,KATTUN,8,40,11,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,KATTUN,9,50,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,KATTUN,10,60,2,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,KATTUN,11,70,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,3,20,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,4,30,9,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,5,40,14,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,6,50,37,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,7,60,55,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,8,70,44,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,9,80,27,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,10,90,17,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,11,100,19,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,12,110,14,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,13,120,16,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,14,130,5,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,15,140,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,119,FA10,2010,3,Fall,sea_star,IP,PISOCH,16,150,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,KATTUN,4,20,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,KATTUN,6,30,9,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,KATTUN,8,40,13,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,KATTUN,9,50,5,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,KATTUN,10,60,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,KATTUN,11,70,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,3,20,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,4,30,20,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,5,40,43,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,6,50,55,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,7,60,46,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,8,70,62,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,9,80,28,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,10,90,27,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,11,100,33,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,12,110,21,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,13,120,18,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,14,130,11,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,15,140,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,122,SU11,2011,2,Summer,sea_star,IP,PISOCH,16,150,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,4,20,9,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,6,30,8,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,8,40,4,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,9,50,4,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,10,60,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,11,70,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,KATTUN,12,80,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,3,20,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,4,30,15,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,5,40,51,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,6,50,59,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,7,60,53,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,8,70,51,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,9,80,17,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,10,90,13,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,11,100,10,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,12,110,13,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,13,120,10,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,14,130,17,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,123,FA11,2011,3,Fall,sea_star,IP,PISOCH,15,140,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,KATTUN,2,10,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,KATTUN,4,20,9,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,KATTUN,6,30,14,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,KATTUN,8,40,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,KATTUN,9,50,2,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,KATTUN,11,70,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,4,30,18,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,5,40,37,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,6,50,52,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,7,60,53,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,8,70,49,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,9,80,35,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,10,90,14,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,11,100,9,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,12,110,8,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,13,120,10,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,14,130,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,126,SU12,2012,2,Summer,sea_star,IP,PISOCH,15,140,2,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,2,10,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,4,20,8,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,6,30,10,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,8,40,7,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,9,50,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,10,60,2,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,KATTUN,11,70,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,3,20,2,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,4,30,10,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,5,40,30,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,6,50,54,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,7,60,60,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,8,70,57,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,9,80,51,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,10,90,33,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,11,100,21,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,12,110,11,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,13,120,12,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,14,130,11,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,15,140,4,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,127,FA12,2012,3,Fall,sea_star,IP,PISOCH,16,150,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,2,10,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,3,15,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,4,20,6,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,6,30,8,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,8,40,4,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,9,50,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,10,60,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,11,70,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,KATTUN,12,80,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,3,20,6,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,4,30,30,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,5,40,63,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,6,50,52,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,7,60,71,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,8,70,58,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,9,80,66,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,10,90,47,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,11,100,47,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,12,110,23,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,13,120,23,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,14,130,16,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,15,140,9,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,16,150,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,17,160,3,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,130,SU13,2013,2,Summer,sea_star,IP,PISOCH,19,180,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
UCSC,END,Enderts,5010,41.68999863,-124.14257,131,FA13,2013,3,Fall,sea_star,IP,KATTUN,2,10,1,NULL,North Coast,CA North,WA Olympic Coast to San Francisco,California,Mainland,2019-04-05 20:07:59
